date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:10:35	3424/3424	---M-Z	200	added ('OK')	image/png	etag:%22d60-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/sm-show-hide.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/sm-show-hide.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:35	866/866	---M-Z	200	added ('OK')	image/gif	etag:%22362-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/module-corners-gray-gradient.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/module-corners-gray-gradient.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:36	132/132	---M-Z	200	added ('OK')	image/png	etag:%2284-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/sw-blue-grad-bg.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/sw-blue-grad-bg.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:36	391/391	---M-Z	200	added ('OK')	image/png	etag:%22187-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_close.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_close.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:36	1319/1319	---M-Z	200	added ('OK')	image/png	etag:%22527-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_xlarge_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_xlarge_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:37	4258/4258	---M-Z	200	added ('OK')	image/png	etag:%2210a2-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_xlarge_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_xlarge_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:37	1299/1299	---M-Z	200	added ('OK')	image/png	etag:%22513-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_500px_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_500px_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:37	2630/2630	---M-Z	200	added ('OK')	image/png	etag:%22a46-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_500px_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_500px_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:38	1204/1204	---M-Z	200	added ('OK')	image/png	etag:%224b4-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_large_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_large_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:38	26119/26119	---M-Z	200	added ('OK')	image/png	etag:%226607-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_large_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_large_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:38	1207/1207	---M-Z	200	added ('OK')	image/png	etag:%224b7-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:39	6347/6347	---M-Z	200	added ('OK')	image/png	etag:%2218cb-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:39	1239/1239	---M-Z	200	added ('OK')	image/png	etag:%224d7-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_sm_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_sm_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:39	2257/2257	---M-Z	200	added ('OK')	image/png	etag:%228d1-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_sm_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_sm_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:40	3210/3210	---M-Z	200	added ('OK')	image/png	etag:%22c8a-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar_nodrag.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar_nodrag.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:40	6121/6121	---M-Z	200	added ('OK')	image/png	etag:%2217e9-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar_nodrag_wide.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar_nodrag_wide.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:40	4976/4976	---M-Z	200	added ('OK')	image/png	etag:%221370-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_body_wide.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_body_wide.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:41	6354/6354	---M-Z	200	added ('OK')	image/png	etag:%2218d2-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar_nodrag_width_742.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_titlebar_nodrag_width_742.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:41	8098/8098	---M-Z	200	added ('OK')	image/png	etag:%221fa2-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_body_width_742.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_body_width_742.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:42	944/944	---M-Z	200	added ('OK')	image/png	etag:%223b0-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_arrow.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_arrow.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:42	846/846	---M-Z	200	added ('OK')	image/png	etag:%2234e-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_arrow_right.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_arrow_right.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:42	3352/3352	---M-Z	200	added ('OK')	image/png	etag:%22d18-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_no_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_med_no_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:43	620/620	---M-Z	200	added ('OK')	image/png	etag:%2226c-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_wide_no_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/dialog_wide_no_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:43	2014/2014	---M-Z	200	added ('OK')	image/png	etag:%227de-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/boa-task-layer-arrows.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/boa-task-layer-arrows.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:43	847/847	---M-Z	200	added ('OK')	image/png	etag:%2234f-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:44	2728/2728	---M-Z	200	added ('OK')	image/png	etag:%22aa8-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:44	992/992	---M-Z	200	added ('OK')	image/png	etag:%223e0-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_large_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_large_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:44	8108/8108	---M-Z	200	added ('OK')	image/png	etag:%221fac-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_large_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_large_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:45	791/791	---M-Z	200	added ('OK')	image/png	etag:%22317-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_med_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_med_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:45	1790/1790	---M-Z	200	added ('OK')	image/png	etag:%226fe-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_med_titlebar_close.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_med_titlebar_close.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:45	2766/2766	---M-Z	200	added ('OK')	image/png	etag:%22ace-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_med_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_med_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:46	929/929	---M-Z	200	added ('OK')	image/png	etag:%223a1-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_500px_titlebar.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_500px_titlebar.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:46	2721/2721	---M-Z	200	added ('OK')	image/png	etag:%22aa1-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_500px_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_500px_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:46	3347/3347	---M-Z	200	added ('OK')	image/png	etag:%22d13-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_500px_tall_body.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_500px_tall_body.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:47	13483/13483	---M-Z	200	added ('OK')	image/gif	etag:%2234ab-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/icon-alert-error-large-fsd.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/icon-alert-error-large-fsd.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:47	164/164	---M-Z	200	added ('OK')	image/png	etag:%22a4-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/olb-info-layer-draggable.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/olb-info-layer-draggable.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:48	48392/48392	---M-Z	200	added ('OK')	image/png	etag:%22bd08-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/com-info-layer-draggable.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/com-info-layer-draggable.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:48	6993/6993	---M-Z	200	added ('OK')	image/png	etag:%221b51-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/brand-task-arrows.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/brand-task-arrows.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:48	3342/3342	---M-Z	200	added ('OK')	image/png	etag:%22d0e-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/fsd-larrow-ilayer-sprite.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/fsd-larrow-ilayer-sprite.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:49	1848/1848	---M-Z	200	added ('OK')	image/png	etag:%22738-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/tooltip_top.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/tooltip_top.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:49	1084/1084	---M-Z	200	added ('OK')	image/png	etag:%2243c-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/tooltip_bottom.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/tooltip_bottom.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:49	1199/1199	---M-Z	200	added ('OK')	image/png	etag:%224af-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/instructional_help_top.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/instructional_help_top.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:50	1569/1569	---M-Z	200	added ('OK')	image/png	etag:%22621-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/instructional_help_bottom.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/instructional_help_bottom.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:50	190/190	---M-Z	200	added ('OK')	image/gif	etag:%22be-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/form_help_bullet.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/form_help_bullet.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:51	348/348	---M-Z	200	added ('OK')	image/gif	etag:%2215c-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/icon_alert_error_small.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/icon_alert_error_small.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:51	394/394	---M-Z	200	added ('OK')	image/gif	etag:%2218a-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/icon_alert_error.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/icon_alert_error.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:51	7154/7154	---M-Z	200	added ('OK')	image/gif	etag:%221bf2-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_ml_body.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_ml_body.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:52	938/938	---M-Z	200	added ('OK')	image/gif	etag:%223aa-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_ml_titlebar.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/modal_ml_titlebar.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:52	868/868	---M-Z	200	added ('OK')	image/gif	etag:%22364-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/pam-corners.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/pam-corners.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:52	1105/1105	---M-Z	200	added ('OK')	image/gif	etag:%22451-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/ok-ack.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/ok-ack.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:53	3059/3059	---M-Z	200	added ('OK')	image/png	etag:%22bf3-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/inf-corners.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/inf-corners.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:53	1114/1114	---M-Z	200	added ('OK')	image/gif	etag:%2245a-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/info-not.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/info-not.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:53	54/54	---M-Z	200	added ('OK')	image/gif	etag:%2236-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/graybullet.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/graybullet.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:54	2970/2970	---M-Z	200	added ('OK')	image/png	etag:%22b9a-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/error-corners.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/error-corners.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:54	3924/3924	---M-Z	200	added ('OK')	image/png	etag:%22f54-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/error-pl.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/error-pl.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:54	3782/3782	---M-Z	200	added ('OK')	image/png	etag:%22ec6-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/msg-icon-lg.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/msg-icon-lg.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:55	1043/1043	---M-Z	200	added ('OK')	image/png	etag:%22413-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/msg-icon-sm.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/msg-icon-sm.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:55	2280/2280	---M-Z	200	added ('OK')	image/png	etag:%228e8-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/msg-icon-md.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/msg-icon-md.png	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:55	643/643	---M-Z	200	added ('OK')	image/gif	etag:%22283-54ac700fbc2c0%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/oo_icon.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/oo_icon.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
00:10:56	13341/13341	---M-Z	200	added ('OK')	image/gif	etag:%22341d-54ac700ec8080%22	https://www2.bac-assets.com/pa/global-assets/1.0/graphic/field-error.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/1.0/graphic/field-error.gif	(from https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/Global/1.0/style/global-customer-jawr.css)
