date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:12:00	51510/51510	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:01%20GMT	https://www.bankofamerica.com/smallbusiness/platinum-privileges.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/platinum-privileges.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:00	37255/37255	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:02%20GMT	https://www.bankofamerica.com/smallbusiness/resources/overdraft-protection.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/resources/overdraft-protection.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:00	62976/62976	---M-Z	200	added ('OK')	text/html	etag:%22f600-54ce865a52a40%22	https://www.bankofamerica.com/deposits/bank-account-interest-rates/?flow=BCS	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/deposits/bank-account-interest-rates/indexf6e6.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:00	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:02%20GMT	https://www.bankofamerica.com/smallbusiness/online-banking/business-services.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/online-banking/business-services.go	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:01	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:02%20GMT	https://www.bankofamerica.com/smallbusiness/online-banking/mobile.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/online-banking/mobile.go	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:01	65708/65708	---M-Z	200	added ('OK')	text/html	etag:%22100ac-54aa6b6b69980%22	https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-fundamentals-application/?sourceid=10013PRD1910010	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-fundamentals-application/index1e20.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:01	53328/53328	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:02%20GMT	https://www.bankofamerica.com/smallbusiness/checking-accounts/business-interest-checking.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/checking-accounts/business-interest-checking.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:01	45164/45164	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:03%20GMT	https://www.bankofamerica.com/smallbusiness/checking-accounts/full-analysis-business-checking.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/checking-accounts/full-analysis-business-checking.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:02	0/0	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:03%20GMT	https://www.bankofamerica.com/online-banking/service-agreement.go/%22>Online	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/online-banking/service-agreement.go/__Online	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:02	66900/66900	---M-Z	200	added ('OK')	text/html	etag:%2210554-54aa6b6b69980%22	https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-advantage-application/?sourceid=10013PRD1910011	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-advantage-application/indexd7de.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:02	0/0	---M--	404	error ('Not%20Found')	text/html		https://www.bankofamerica.com/%22/smallbusiness/resources/business-schedule-fees.go/%22	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/_/smallbusiness/resources/business-schedule-fees.go/_	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:02	144001/144001	---MC-	200	added ('OK')	application/pdf	date:Mon,%2017%20Apr%202017%2004:12:04%20GMT	https://www.bankofamerica.com/smallbusiness/resources/business-schedule-fees.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/resources/business-schedule-fees.pdf	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:02	0/0	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:04%20GMT	https://www.bankofamerica.com/help/equalhousing_popup.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/help/equalhousing_popup.go	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:02	65708/65708	---M-Z	200	added ('OK')	text/html	etag:%22100ac-54aa6b6b69980%22	https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-fundamentals-application/?sourceid=10013PRD1910012	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-fundamentals-application/index40f0.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:03	363015/363015	---M-Z	200	added ('OK')	application/x-javascript	etag:%2258a07-546609ee27800%22	https://www2.bac-assets.com/spa-globals/bundles/1.4/js/sparta-global-bottom.min.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/spa-globals/bundles/1.4/js/sparta-global-bottom.min.js	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:03	347884/347884	---M-Z	200	added ('OK')	application/x-javascript	etag:%2254eec-54aa6b6b69980%22	https://www2.bac-assets.com/smallbusiness/deposits/spa-assets/bundles/sb-deposits-jsBundle-1489454759597.min.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/smallbusiness/deposits/spa-assets/bundles/sb-deposits-jsBundle-1489454759597.min.js	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:03	66900/66900	---M-Z	200	added ('OK')	text/html	etag:%2210554-54aa6b6b69980%22	https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-advantage-application/?sourceid=10013PRD1910013	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/smallbusiness/deposits/checking-accounts/business-advantage-application/index389a.html	(from https://www.bankofamerica.com/smallbusiness/deposits/checking-accounts/)
00:12:03	97411/97411	---M-Z	200	added ('OK')	text/css	etag:%223c5d-54ac6e3e578c0%22	https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/global-aps-dp-jawr.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/global-aps-dp-jawr.css	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:04	103019/103019	---M-Z	200	added ('OK')	text/css	etag:%223935-54ac6e3e578c0%22	https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/sb-aps-dp-jawr.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/sb-aps-dp-jawr.css	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:04	584284/584284	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223f01-54ac6e3e578c0%22	https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/script/global-aps-dp-jawr.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/script/global-aps-dp-jawr.js	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:04	51446/51446	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c83-54ac6e3e578c0%22	https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/script/sb-aps-dp-jawr.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/script/sb-aps-dp-jawr.js	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:05	1597/1597	---M-Z	200	added ('OK')	text/css	etag:%22254-54ac6e3e578c0%22	https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/global-aps-dp-jawr-print.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/global-aps-dp-jawr-print.css	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:05	4855/4855	---M-Z	200	added ('OK')	text/css	etag:%22434-54ac6e3e578c0%22	https://www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/sb-aps-dp-jawr-print.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/components/bundles/gzip-compressed/xengine/APS-deposits/2017.03.0/style/sb-aps-dp-jawr-print.css	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:05	56/56	---MCZ	405	error ('Method%20Not%20Allowed')	text/html	date:Mon,%2017%20Apr%202017%2004:12:07%20GMT	https://www.bankofamerica.com/student-banking/bankofamerica.com/content/preload/olb-myaccount-preload-jawr-module.htm	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/bankofamerica.com/content/preload/olb-myaccount-preload-jawr-module.htm	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:06	39200/39200	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:07%20GMT	https://www.bankofamerica.com/student-banking/overview.go?js=y	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/overview1dbf.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:06	0/0	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:07%20GMT	https://www.bankofamerica.com/sitemap/hub/signin.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/sitemap/hub/signin.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:06	35493/35493	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:08%20GMT	https://www.bankofamerica.com/student-banking/resources/student-banking-faqs.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/student-banking-faqs.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:06	56058/56058	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:08%20GMT	https://www.bankofamerica.com/student-banking/solutions-for-students.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/solutions-for-students.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:07	38243/38243	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:08%20GMT	https://www.bankofamerica.com/student-banking/student-checking-savings-account.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/student-checking-savings-account.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:07	39196/39196	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:08%20GMT	https://www.bankofamerica.com/student-banking/student-credit-cards.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/student-credit-cards.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:07	38686/38686	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:09%20GMT	https://www.bankofamerica.com/student-banking/online-mobile-banking.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/online-mobile-banking.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:07	48038/48038	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:09%20GMT	https://www.bankofamerica.com/student-banking/resources/types-of-student-loans.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/types-of-student-loans.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:08	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:09%20GMT	https://www.bankofamerica.com/planning/college.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/planning/college.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:08	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:09%20GMT	https://www.bankofamerica.com/planning/college.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/planning/college.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:08	39935/39935	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:10%20GMT	https://www.bankofamerica.com/student-banking/saving-for-college.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/saving-for-college.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:08	40464/40464	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:10%20GMT	https://www.bankofamerica.com/student-banking/financial-aid.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/financial-aid.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:08	39108/39108	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:10%20GMT	https://www.bankofamerica.com/student-banking/managing-student-finances.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/managing-student-finances.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:09	37774/37774	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:10%20GMT	https://www.bankofamerica.com/student-banking/resources/fafsa-form.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/fafsa-form.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:09	42660/42660	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:11%20GMT	https://www.bankofamerica.com/student-banking/resources/overview.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/overview.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:09	64466/64466	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:11%20GMT	https://www.bankofamerica.com/student-banking/resources/glossary.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/glossary.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:10	41103/41103	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:11%20GMT	https://www.bankofamerica.com/student-banking/resources/shared-credit-cards.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/shared-credit-cards.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:10	39509/39509	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:11%20GMT	https://www.bankofamerica.com/student-banking/resources/building-your-credit-history.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/building-your-credit-history.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html		https://www.bankofamerica.com/deposits/checking/personal-checking-account.go?STUDENT_IND=Y	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/deposits/checking/personal-checking-account0859.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:10	91704/91704	---M-Z	200	added ('OK')	image/png	etag:%2216638-4d7597d4b7140%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Banners/en_US/banner-hero-student_overview.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Banners/en_US/banner-hero-student_overview.png	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:10	41389/41389	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:12%20GMT	https://www.bankofamerica.com/student-banking/resources/shopping-for-a-checking-account.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/shopping-for-a-checking-account.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:11	39604/39604	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:12%20GMT	https://www.bankofamerica.com/student-banking/resources/types-of-checking-accounts.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/types-of-checking-accounts.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:11	119895/119895	---M-Z	200	added ('OK')	text/html	etag:%221d457-54ce865a52a40%22	https://www.bankofamerica.com/deposits/checking/personal-checking-account/?STUDENT_IND=Y	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/deposits/checking/personal-checking-account/index0859.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:12	39608/39608	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:13%20GMT	https://www.bankofamerica.com/student-banking/resources/debit-cards.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/debit-cards.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:12	43655/43655	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:13%20GMT	https://www.bankofamerica.com/student-banking/resources/choosing-a-credit-card.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/choosing-a-credit-card.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:12	42148/42148	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:13%20GMT	https://www.bankofamerica.com/student-banking/resources/repaying-student-loans.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/repaying-student-loans.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:12	39395/39395	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:14%20GMT	https://www.bankofamerica.com/student-banking/resources/getting-an-auto-loan.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/getting-an-auto-loan.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:12	1289/1289	---M-Z	200	added ('OK')	image/png	etag:%22509-5036db6b224c0%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/carousel-debit_cards.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/carousel-debit_cards.png	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:13	418/418	---M-Z	200	added ('OK')	image/png	etag:%221a2-4db1cc108f6c0%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/carousel-investments.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/carousel-investments.png	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:13	50018/50018	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:12:14%20GMT	https://www.bankofamerica.com/student-banking/resources/understanding-investments.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/student-banking/resources/understanding-investments.html	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:13	1478/1478	---M-Z	200	added ('OK')	image/png	etag:%225c6-4d453578bdac0%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/carousel-auto_loans.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/carousel-auto_loans.png	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:13	1333/1333	---M-Z	200	added ('OK')	image/png	etag:%22535-532827505b980%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/make-a-plan-70x100.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Marketing/Highlights/en_US/make-a-plan-70x100.png	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:13	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:15%20GMT	https://www.bankofamerica.com/planning/college.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/planning/college.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:14	0/0	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:15%20GMT	https://www.bankofamerica.com/help/equalhousing_popup.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/help/equalhousing_popup.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:14	0/0	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:16%20GMT	https://www.bankofamerica.com/help/equalhousing_popup.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/help/equalhousing_popup.go	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:14	26835/26835	---M--	200	added ('OK')	application/x-javascript	etag:%2268d3-54ac701ff2900%22	https://www2.bac-assets.com/pa/global-assets/external/coremetrics/hp/eluminate.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/external/coremetrics/hp/eluminate.js	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:15	15017/15017	---M--	200	added ('OK')	application/x-javascript	etag:%223aa9-54ac701ff2900%22	https://www2.bac-assets.com/pa/global-assets/external/coremetrics/hp/cmdatatagutils.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www2.bac-assets.com/pa/global-assets/external/coremetrics/hp/cmdatatagutils.js	(from https://www.bankofamerica.com/student-banking/overview.go)
00:12:15	0/0	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:12:17%20GMT	https://www.bankofamerica.com/sitemap/hub/signin.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/sitemap/hub/signin.go	(from https://www.bankofamerica.com/onlinebanking/online-banking.go)
00:12:15	51772/51772	---M-Z	200	added ('OK')	image/png	etag:%22ca3c-5277efcc9cf00%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/OLB/closeX.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/OLB/closeX.png	(from https://www.bankofamerica.com/onlinebanking/online-banking.go)
00:12:16	1081/1081	---M--	200	added ('OK')	text/css	etag:%22439-50695615e0a40%22	https://secure.bankofamerica.com/pa/components/modules/sitekey-widget-module/1.0/style/sitekey-widget-layout-nojs.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/secure.bankofamerica.com/pa/components/modules/sitekey-widget-module/1.0/style/sitekey-widget-layout-nojs.css	(from https://www.bankofamerica.com/onlinebanking/online-banking.go)
00:12:16	6814/6814	---M-Z	200	added ('OK')	image/png	etag:%221a9e-511030cfc7900%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/OLB/ipc-olbr-icon-sprite-3.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/OLB/ipc-olbr-icon-sprite-3.png	(from https://www.bankofamerica.com/onlinebanking/online-banking.go)
00:12:17	299487/299487	---M-Z	200	added ('OK')	image/png	etag:%22491df-53835fecfb2c0%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/OLB/olbr_overview2.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/OLB/olbr_overview2.png	(from https://www.bankofamerica.com/onlinebanking/online-banking.go)
00:12:17	17532/17532	---M-Z	200	added ('OK')	image/png	etag:%22447c-4d08eed005cc0%22	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/manage-your-bank-accounts.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/content/images/ContextualSiteGraphics/Instructional/en_US/manage-your-bank-accounts.png	(from https://www.bankofamerica.com/onlinebanking/online-banking.go)
